mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
42.83261330922445,0.206781758995616,9.14571706453959,0.022945491074139592,1,linear,"{'C': 1, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
43.1947295665741,0.09985749940479079,9.186424732208252,0.02231422774648201,1,poly,"{'C': 1, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
34.374446392059326,0.0688757161614124,14.669851938883463,0.03145181726553984,1,rbf,"{'C': 1, 'kernel': 'rbf'}",0.4996053670086819,0.4972375690607735,0.5035516969218626,0.5001315443304394,0.0026044448662487776,7
37.12759327888489,0.3456816638144851,8.862139145533243,0.03615051774564433,1,sigmoid,"{'C': 1, 'kernel': 'sigmoid'}",0.19494869771112866,0.1957379636937648,0.1957379636937648,0.1954748750328861,0.00037206355232125715,22
42.46149881680807,0.3243170486301434,8.886417150497437,0.027372855125763297,3,linear,"{'C': 3, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
42.75240921974182,0.11043261125073785,8.868217388788858,0.04905818553774541,3,poly,"{'C': 3, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
41.86748758951823,0.43841908217521597,15.681183815002441,0.03837639956272067,3,rbf,"{'C': 3, 'kernel': 'rbf'}",0.5185477505919495,0.526440410418311,0.531965272296764,0.5256511444356748,0.005506037762814115,2
37.039770205815636,0.061693808232397396,8.894914309183756,0.1475235364050114,3,sigmoid,"{'C': 3, 'kernel': 'sigmoid'}",0.19494869771112866,0.1957379636937648,0.1957379636937648,0.1954748750328861,0.00037206355232125715,22
42.52615785598755,0.16212174984398134,8.6949413617452,0.062496239947982174,5,linear,"{'C': 5, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
42.81095894177755,0.1245686594915733,8.913618087768555,0.07418824830556513,5,poly,"{'C': 5, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
42.3414982954661,0.3477644589251873,15.15363073348999,0.0882517861506552,5,rbf,"{'C': 5, 'kernel': 'rbf'}",0.5193370165745856,0.5311760063141279,0.5272296764009471,0.5259142330965535,0.0049219381567665605,1
36.61571502685547,0.09833084940733765,8.484986782073975,0.08701136067732652,5,sigmoid,"{'C': 5, 'kernel': 'sigmoid'}",0.19494869771112866,0.1957379636937648,0.1957379636937648,0.1954748750328861,0.00037206355232125715,22
41.47575926780701,0.22908522456435806,9.13090713818868,0.1340879760927766,8,linear,"{'C': 8, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
42.190913359324135,0.2198869508124925,9.065047899881998,0.16342709291062749,8,poly,"{'C': 8, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
42.69716270764669,0.47495255274310433,15.449532985687256,0.17994179470279129,8,rbf,"{'C': 8, 'kernel': 'rbf'}",0.510655090765588,0.5351223362273086,0.5193370165745856,0.5217048145224942,0.010128059223846454,3
36.16206661860148,0.20602708933873826,9.091321070988974,0.0202548903020149,8,sigmoid,"{'C': 8, 'kernel': 'sigmoid'}",0.19494869771112866,0.1957379636937648,0.1957379636937648,0.1954748750328861,0.00037206355232125715,22
41.559097369511925,0.5088151336447773,9.53286631902059,0.1489025672180018,10,linear,"{'C': 10, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
43.1391986211141,0.17584106625425175,9.350694417953491,0.0390909096889396,10,poly,"{'C': 10, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
43.8610577583313,0.4765127649261178,15.541225830713907,0.11084763047040794,10,rbf,"{'C': 10, 'kernel': 'rbf'}",0.5090765588003157,0.5327545382794001,0.5209155485398579,0.5209155485398579,0.009666494643974658,6
37.51871116956075,0.058189019701702524,9.053677002588907,0.12196313232922752,10,sigmoid,"{'C': 10, 'kernel': 'sigmoid'}",0.19494869771112866,0.1957379636937648,0.1957379636937648,0.1954748750328861,0.00037206355232125715,22
42.82462167739868,0.012470887942344303,9.651846011479696,0.14229062196883527,25,linear,"{'C': 25, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
43.74945060412089,0.3412074752816394,9.961102644602457,0.025851725396900147,25,poly,"{'C': 25, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
44.46308573087057,0.25758146903416995,15.80487616856893,0.09237910417557552,25,rbf,"{'C': 25, 'kernel': 'rbf'}",0.5082872928176796,0.5351223362273086,0.5201262825572218,0.5211786372007366,0.010980603396321608,4
38.416753689448036,0.18047003547815973,9.933116912841797,0.3031879407420393,25,sigmoid,"{'C': 25, 'kernel': 'sigmoid'}",0.19494869771112866,0.1957379636937648,0.1957379636937648,0.1954748750328861,0.00037206355232125715,22
44.706340630849205,0.4310974038197981,10.038161039352417,0.2253276138575841,50,linear,"{'C': 50, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
46.150487661361694,0.1335112110892832,9.062073230743408,0.7122670778384389,50,poly,"{'C': 50, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
43.51018110911051,3.9917294198977866,11.155109882354736,1.147810979149962,50,rbf,"{'C': 50, 'kernel': 'rbf'}",0.5082872928176796,0.5351223362273086,0.5201262825572218,0.5211786372007366,0.010980603396321608,4
30.20686348279317,1.5751787449396992,6.56345256169637,0.0709093501219749,50,sigmoid,"{'C': 50, 'kernel': 'sigmoid'}",0.19494869771112866,0.1957379636937648,0.1957379636937648,0.1954748750328861,0.00037206355232125715,22
